0.417585412	0.448836389	0.592741257	0.639818718	0.655920638	0.537884552	0.598584996	-0.157937287	0.735871923	0.517636181	0.750306331	-4.265929586	-4.859757704	0.669268185	0.498176902	0.547606747	0.321576872	0.450042358	-0.458521363	0.377118448	0.521321087	0.461878721
0.456146646	0.638419198	0.447407092	0.508993403	0.741164787	0.655057105	0.7576017	0.456585857	0.780306673	0.443670077	0.628362011	-1.177680936	-3.043880898	0.64199244	0.233838897	0.355128123	0.235238417	0.784177685	-1.98821128	-2.971671637	0.631801256	-0.214573169
0.66442942	1.013535142	1.057232911	0.509521945	0.663863657	0.93924149	0.378197865	0.091988643	0.739661048	0.892342692	1.077779052	-3.322370429	-3.374703533	1.075992431	-0.953087802	0.549192373	0.187602638	0.884302898	-1.584956057	-2.96824728	1.103238399	0.375249941
0.606937449	0.822068937	0.522303729	0.51441282	0.632084138	0.682556178	0.561609388	0.468384999	0.439069528	0.101033411	0.550926884	-2.452807154	-3.457706961	0.333167575	-0.18443883	0.00177873	0.343857523	0.45510445	-1.217582136	0.102507374	0.303301229	-0.12857715
0.554693676	1.113734797	0.820058988	0.802937205	1.239766012	0.97415504	1.038547835	-0.625213092	1.348154346	0.125368677	1.040260013	-2.63169257	-2.685142312	0.223052174	-0.178639756	0.554321464	-0.104256773	-0.768023655	-1.313315239	-0.658809009	0.827428799	-1.697289845
0.845667221	0.397627367	1.045098778	0.635404275	1.083138914	0.839637376	0.518097725	0.63800232	0.800182831	0.51506047	1.23090735	-3.911359782	-3.456515881	-1.855182466	0.744499813	-0.554723453	0.456667744	0.955469963	-0.980780426	-0.791770824	0.83330976	0.011518494
0.391046647	0.508814741	0.44582891	-0.055454479	0.421493645	0.348085859	0.441109253	0.083241645	0.480407469	0.400843285	0.626389284	-1.563591048	-2.814821211	0.064337707	0.402786235	0.062352325	0.014107605	-0.015728964	-0.651275424	-0.010375801	0.404543079	0.015836905
0.167912587	-0.200302534	0.848421595	-0.258144386	1.043386599	1.078151264	0.529055667	0.133140478	1.296640111	0.706720226	1.171204436	-3.551579001	-3.774906612	0.152309431	0.473715085	0.297531932	-0.084581611	0.504482185	-1.514012319	-0.185674576	1.434284362	-0.267747473
0.348688844	-0.366242394	-0.433590557	0.416386887	-1.893073717	-0.601078821	-1.580266177	0.033892198	0.138135572	0.434230763	-1.490935132	0.662218477	0.474012855	1.522945423	-0.305601503	0.999167732	0.623352028	0.63565738	0.041311886	0.983981455	-0.85795024	0.214684833
-0.306666031	-0.192046857	-0.064189566	-0.203600339	-0.934179398	-0.823111132	-0.045293073	0.746807532	-0.687007842	-0.332445482	-0.210605382	3.548601299	2.497174906	-0.855940291	-0.01742402	0.253290732	-0.21790075	-0.845518336	-0.484181705	-0.823557788	-0.273903871	0.271678039
0.508755187	0.485707777	0.553621704	0.390443663	0.505174501	0.62692527	0.599039096	0.537326233	0.514799921	0.241521367	0.56294191	-3.471329946	-4.62049939	-0.51759896	0.351539993	0.571234808	0.247767096	0.468645548	0.19740672	0.238759549	0.442419442	0.565353848
0.856759159	0.943186945	0.852515934	0.791473054	0.821398954	0.941995864	1.08477665	0.761249384	0.838371852	0.632657345	0.904774595	-4.131411922	-4.678787897	0.280164488	-0.176518144	0.929117305	0.577197655	0.563954328	-1.723940273	-2.452137171	0.767800327	0.615394121
0.56836877	0.731070379	0.586815631	0.471578584	0.693037687	0.695836727	0.742519642	0.852590377	0.745318681	0.408309872	0.686017756	-2.388563244	-2.722810236	0.515194466	0.254712585	0.691675389	0.221116668	0.175587612	-1.249517985	-2.629980392	0.555497656	-0.604354293
